"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
610,"5_1",5,1,4.99872,6.33984,3.56616,1.301933333,47.62485772,-122.3708919,"2022_9_26_13-11-07_216.jpg",3,22,0,3,9,0,10,0,0,1,2,17,0,16,1,0,0,1
600,"5_1",5,1,3.77952,6.33984,3.56616,1.0942,47.62483453,-122.3707876,"2022_9_26_13-11-07_144.jpg",3,0,0,0,0,0,19,0,1,8,0,27,0,35,0,0,0,0
629,"5_1",5,1,5.85216,6.33984,3.56616,0.873266667,47.62488414,-122.3710632,"2022_9_26_13-11-07_352.jpg",0,8,9,73,0,0,10,0,0,0,0,0,0,0,0,0,0,0
631,"5_1",5,1,5.57784,6.33984,3.56616,0.978066667,47.6248939,-122.3710879,"2022_9_26_13-11-07_368.jpg",4,11,0,28,0,0,7,0,0,0,0,36,0,11,0,0,0,0
597,"5_1",5,1,3.53568,6.33984,3.56616,1.2092,47.62482535,-122.3707475,"2022_9_26_13-11-07_120.jpg",0,0,8,0,6,0,38,1,1,0,4,0,0,41,1,0,0,0
615,"5_1",5,1,5.7912,6.33984,3.56616,1.190866667,47.62485381,-122.3709286,"2022_9_26_13-11-07_248.jpg",1,11,0,17,0,0,12,0,0,8,3,30,0,16,0,0,0,1
604,"5_1",5,1,4.23672,6.33984,3.56616,1.0452,47.62484261,-122.3708192,"2022_9_26_13-11-07_168.jpg",3,2,16,5,2,0,24,0,0,1,1,0,2,25,0,1,0,0
624,"5_1",5,1,3.53568,6.33984,3.56616,4.7102,47.62477425,-122.370624,"2022_9_26_13-11-07_32.jpg",0,36,1,2,0,0,4,0,0,34,0,0,0,19,0,0,0,0
684,"5_1",5,1,5.27304,6.33984,3.56616,0.929666667,47.6250603,-122.3715834,"2022_9_26_13-11-07_744.jpg",2,0,0,0,1,0,23,11,0,2,0,26,0,15,2,0,1,0
675,"5_1",5,1,5.36448,6.33984,3.56616,1.023266667,47.62502854,-122.3714994,"2022_9_26_13-11-07_680.jpg",0,1,4,19,0,0,15,0,0,4,0,25,0,15,0,1,0,0
662,"5_1",5,1,5.76072,6.33984,3.56616,4.49,47.62498472,-122.3713801,"2022_9_26_13-11-07_584.jpg",0,0,3,0,13,0,8,0,0,32,0,6,0,12,0,0,1,0
609,"5_1",5,1,4.99872,6.33984,3.56616,0.8482,47.62485413,-122.3708746,"2022_9_26_13-11-07_208.jpg",4,23,1,3,1,0,17,2,0,6,3,11,0,12,0,0,0,1
685,"5_1",5,1,5.1816,6.33984,3.56616,0.978333333,47.62506479,-122.3715949,"2022_9_26_13-11-07_752.jpg",1,2,3,0,5,0,27,10,0,8,1,13,0,29,0,0,0,0
656,"5_1",5,1,5.7912,6.33984,3.56616,4.415533333,47.62497025,-122.3713305,"2022_9_26_13-11-07_544.jpg",0,0,0,0,1,0,12,2,0,3,0,40,0,27,0,0,1,0
690,"5_1",5,1,2.8956,6.33984,3.56616,3.7736,47.6248007,-122.3706883,"2022_9_26_13-11-07_80.jpg",0,12,2,0,0,0,8,0,0,35,0,0,0,38,0,3,0,0
596,"5_1",5,1,3.26136,6.33984,3.56616,0.970142857,47.62482105,-122.3707376,"2022_9_26_13-11-07_112.jpg",0,0,0,0,0,0,17,0,0,63,0,0,0,20,0,0,0,0
637,"5_1",5,1,5.91312,6.33984,3.56616,1.042933333,47.62490889,-122.3711412,"2022_9_26_13-11-07_408.jpg",0,0,1,0,7,0,4,1,0,28,0,39,0,19,0,0,0,0
641,"5_1",5,1,6.2484,6.33984,3.56616,0.985066667,47.6249281,-122.3712,"2022_9_26_13-11-07_448.jpg",1,6,5,34,11,0,3,0,0,36,0,0,0,2,0,0,1,0
646,"5_1",5,1,3.26136,6.33984,3.56616,4.655133333,47.62478107,-122.370643,"2022_9_26_13-11-07_48.jpg",0,13,0,0,0,0,8,0,1,50,3,0,0,23,0,1,0,0
611,"5_1",5,1,5.45592,6.33984,3.56616,1.413866667,47.6248581,-122.3709005,"2022_9_26_13-11-07_224.jpg",1,0,0,1,8,0,13,10,0,15,0,12,0,35,0,0,0,0
657,"5_1",5,1,5.82168,6.33984,3.56616,4.433866667,47.62497351,-122.3713423,"2022_9_26_13-11-07_552.jpg",0,1,12,0,3,0,26,4,0,0,1,31,0,14,0,0,0,1
625,"5_1",5,1,6.03504,6.33984,3.56616,1.0855,47.62487218,-122.3710204,"2022_9_26_13-11-07_320.jpg",0,1,3,38,0,0,3,0,0,16,1,5,0,10,0,2,0,0
664,"5_1",5,1,5.76072,6.33984,3.56616,4.168733333,47.62499191,-122.3714011,"2022_9_26_13-11-07_600.jpg",0,0,5,0,2,0,2,0,0,6,1,73,0,4,0,0,0,0
681,"5_1",5,1,5.36448,6.33984,3.56616,1.060133333,47.62504825,-122.3715523,"2022_9_26_13-11-07_720.jpg",2,1,0,0,4,0,13,0,0,7,10,23,0,14,0,0,0,0
682,"5_1",5,1,5.36448,6.33984,3.56616,4.655333333,47.62505223,-122.3715627,"2022_9_26_13-11-07_728.jpg",0,0,0,0,13,0,14,11,0,1,3,21,0,31,5,0,0,0
650,"5_1",5,1,5.97408,6.33984,3.56616,4.4806875,47.62494714,-122.3712587,"2022_9_26_13-11-07_496.jpg",0,1,0,0,0,0,1,2,0,6,0,36,0,53,0,0,0,0
668,"5_1",5,1,5.45592,6.33984,3.56616,0.863133333,47.62500695,-122.371442,"2022_9_26_13-11-07_632.jpg",0,0,1,0,0,0,23,0,0,29,2,14,0,21,0,0,0,0
643,"5_1",5,1,6.12648,6.33984,3.56616,0.79825,47.62493417,-122.3712184,"2022_9_26_13-11-07_464.jpg",0,4,8,13,3,0,8,1,0,37,0,3,0,16,0,0,0,1
683,"5_1",5,1,5.334,6.33984,3.56616,4.6156875,47.62505693,-122.3715745,"2022_9_26_13-11-07_736.jpg",0,0,0,0,2,0,1,17,0,1,0,36,0,23,0,0,0,0
670,"5_1",5,1,5.4864,6.33984,3.56616,0.832066667,47.62501065,-122.3714519,"2022_9_26_13-11-07_640.jpg",0,0,0,0,5,0,16,0,0,15,1,17,0,1,0,0,0,1
642,"5_1",5,1,6.2484,6.33984,3.56616,0.915266667,47.62493169,-122.3712111,"2022_9_26_13-11-07_456.jpg",1,1,6,21,6,0,7,5,0,20,0,5,0,21,0,0,0,0
655,"5_1",5,1,5.82168,6.33984,3.56616,4.561666667,47.62496651,-122.3713181,"2022_9_26_13-11-07_536.jpg",0,0,6,0,0,0,4,0,0,6,0,20,0,34,0,0,0,0
648,"5_1",5,1,5.91312,6.33984,3.56616,0.9502,47.62494292,-122.3712463,"2022_9_26_13-11-07_488.jpg",0,2,14,3,1,0,8,0,0,11,0,31,6,17,0,0,0,0
633,"5_1",5,1,5.39496,6.33984,3.56616,1.1308,47.62490096,-122.3711085,"2022_9_26_13-11-07_384.jpg",1,8,0,5,0,0,0,0,0,14,0,68,0,3,0,0,0,0
693,"5_2",5,2,6.18744,6.33984,3.10896,0.9906,47.6244735,-122.3704757,"2022_9_26_13-33-08_0.jpg",5,26,0,5,0,0,2,0,0,52,2,3,0,0,0,4,0,0
713,"5_2",5,2,8.86968,6.33984,3.10896,1.008571429,47.62461254,-122.3707849,"2022_9_26_13-33-08_240.jpg",0,0,22,64,6,0,0,0,0,0,0,0,0,2,0,0,0,0
749,"5_2",5,2,6.096,6.33984,3.10896,1.135333333,47.62475811,-122.3710707,"2022_9_26_13-33-08_504.jpg",0,2,4,52,0,0,18,0,0,6,0,0,0,10,0,0,0,0
758,"5_2",5,2,7.07136,6.33984,3.10896,1.036933333,47.6247842,-122.3711683,"2022_9_26_13-33-08_568.jpg",2,8,4,46,0,0,6,0,0,16,2,14,0,2,0,0,0,0
734,"5_2",5,2,6.096,6.33984,3.10896,0.998266667,47.624491,-122.3705242,"2022_9_26_13-33-08_40.jpg",4,44,0,10,0,0,11,0,0,15,1,11,0,1,0,0,0,0
703,"5_2",5,2,8.65632,6.33984,3.10896,1.057857143,47.62456063,-122.3706791,"2022_9_26_13-33-08_168.jpg",0,6,12,12,0,0,0,0,0,24,0,14,0,26,0,0,0,0
694,"5_2",5,2,7.22376,6.33984,3.10896,1.1932,47.62452448,-122.3705936,"2022_9_26_13-33-08_104.jpg",1,19,1,2,0,0,19,0,0,0,2,48,0,1,0,0,0,0
754,"5_2",5,2,6.73608,6.33984,3.10896,0.939333333,47.62477366,-122.3711281,"2022_9_26_13-33-08_544.jpg",0,2,30,49,0,0,13,0,0,1,1,0,0,4,0,0,0,0
699,"5_2",5,2,7.98576,6.33984,3.10896,1.220733333,47.62454591,-122.3706441,"2022_9_26_13-33-08_144.jpg",0,24,8,40,0,0,12,0,0,0,0,0,0,0,0,0,0,4
722,"5_2",5,2,7.62,6.33984,3.10896,0.858733333,47.62469464,-122.3708263,"2022_9_26_13-33-08_312.jpg",14,6,14,64,0,0,0,0,0,0,0,0,0,2,0,0,0,0
740,"5_2",5,2,6.46176,6.33984,3.10896,1.0814,47.6247523,-122.3709725,"2022_9_26_13-33-08_440.jpg",14,10,2,32,0,0,12,0,0,2,2,16,0,8,0,0,0,0
745,"5_2",5,2,6.12648,6.33984,3.10896,1.0169375,47.62449543,-122.370534,"2022_9_26_13-33-08_48.jpg",0,11,0,5,0,0,15,0,0,56,1,0,0,0,0,0,0,0
729,"5_2",5,2,6.67512,6.33984,3.10896,1.046866667,47.62475213,-122.3708623,"2022_9_26_13-33-08_360.jpg",0,4,4,18,4,0,4,0,0,4,0,50,0,12,0,0,0,0
704,"5_2",5,2,8.74776,6.33984,3.10896,1.015266667,47.62456527,-122.3706903,"2022_9_26_13-33-08_176.jpg",0,0,6,32,0,0,34,0,0,0,0,4,0,12,0,0,0,0
696,"5_2",5,2,7.95528,6.33984,3.10896,0.943733333,47.6245312,-122.370608,"2022_9_26_13-33-08_120.jpg",4,28,2,14,0,0,2,0,0,10,0,33,0,6,0,0,1,0
731,"5_2",5,2,6.858,6.33984,3.10896,0.8242,47.62477411,-122.3708766,"2022_9_26_13-33-08_376.jpg",0,0,2,10,0,0,0,0,0,6,0,38,0,38,0,0,0,0
715,"5_2",5,2,8.74776,6.33984,3.10896,0.899266667,47.62463065,-122.3707947,"2022_9_26_13-33-08_256.jpg",1,0,4,41,0,0,54,0,0,0,0,0,0,0,0,0,0,0
761,"5_2",5,2,6.76656,6.33984,3.10896,1.151133333,47.6247822,-122.3711798,"2022_9_26_13-33-08_592.jpg",16,14,10,46,0,0,6,0,0,2,2,0,0,0,0,0,0,2
695,"5_2",5,2,7.62,6.33984,3.10896,1.044933333,47.62452785,-122.3706006,"2022_9_26_13-33-08_112.jpg",2,26,0,3,0,0,17,0,0,0,0,32,0,7,0,0,0,0
708,"5_2",5,2,8.93064,6.33984,3.10896,0.9448,47.62458362,-122.3707394,"2022_9_26_13-33-08_208.jpg",0,0,10,26,0,0,22,0,0,0,2,8,0,18,2,0,0,0
768,"5_2",5,2,7.25424,6.33984,3.10896,0.9366,47.6245195,-122.3705852,"2022_9_26_13-33-08_96.jpg",1,20,0,0,10,0,10,0,0,0,0,56,0,0,0,2,0,0
730,"5_2",5,2,6.858,6.33984,3.10896,0.8832,47.62476381,-122.3708684,"2022_9_26_13-33-08_368.jpg",0,0,22,10,0,0,4,18,0,0,0,20,0,20,0,0,0,0
742,"5_2",5,2,6.06552,6.33984,3.10896,1.238,47.6247512,-122.3709974,"2022_9_26_13-33-08_456.jpg",0,2,4,18,10,0,16,2,0,0,0,14,0,30,0,0,0,0
765,"5_2",5,2,6.18744,6.33984,3.10896,0.9999375,47.62447761,-122.370487,"2022_9_26_13-33-08_8.jpg",16,28,0,1,0,0,9,0,0,0,2,33,0,3,0,0,0,0
735,"5_2",5,2,7.0104,6.33984,3.10896,1.193533333,47.62477014,-122.3709193,"2022_9_26_13-33-08_400.jpg",8,18,8,34,0,0,4,4,0,0,0,14,0,10,0,0,0,0
697,"5_2",5,2,7.98576,6.33984,3.10896,1.013375,47.6245363,-122.3706195,"2022_9_26_13-33-08_128.jpg",0,25,0,37,0,0,32,0,0,3,0,0,0,1,0,0,0,0
756,"5_2",5,2,5.97408,6.33984,3.10896,1.153,47.62450238,-122.3705434,"2022_9_26_13-33-08_56.jpg",2,30,0,4,0,0,16,0,0,43,0,0,0,1,0,0,0,0
728,"5_2",5,2,7.3152,6.33984,3.10896,1.385266667,47.62473682,-122.3708532,"2022_9_26_13-33-08_352.jpg",0,2,4,4,2,0,4,0,0,0,0,46,0,24,0,0,0,0
766,"5_2",5,2,6.4008,6.33984,3.10896,1.131,47.6245116,-122.3705661,"2022_9_26_13-33-08_80.jpg",6,37,1,0,0,0,0,0,0,0,0,16,0,38,0,2,0,0
759,"5_2",5,2,7.3152,6.33984,3.10896,0.945,47.62478676,-122.3711778,"2022_9_26_13-33-08_576.jpg",4,12,2,62,0,0,10,0,0,0,0,0,0,2,0,0,0,0
698,"5_2",5,2,7.95528,6.33984,3.10896,1.1562,47.62454049,-122.3706295,"2022_9_26_13-33-08_136.jpg",0,30,2,56,0,0,10,0,0,0,2,0,0,0,0,0,0,0
714,"5_2",5,2,8.86968,6.33984,3.10896,0.9306,47.6246205,-122.3707917,"2022_9_26_13-33-08_248.jpg",0,6,32,48,2,0,0,0,0,0,2,0,0,2,0,0,0,0
747,"5_2",5,2,6.096,6.33984,3.10896,1.065133333,47.62475355,-122.3710484,"2022_9_26_13-33-08_488.jpg",0,0,0,0,0,0,24,0,0,4,2,38,0,10,0,0,0,0
748,"5_2",5,2,6.06552,6.33984,3.10896,1.1136,47.62475434,-122.3710617,"2022_9_26_13-33-08_496.jpg",0,10,2,32,0,0,26,0,0,6,0,12,0,4,0,0,0,0
764,"5_2",5,2,6.79704,6.33984,3.10896,0.696466667,47.62450877,-122.3705573,"2022_9_26_13-33-08_72.jpg",15,37,0,2,0,0,22,0,0,15,0,0,0,5,0,2,0,0
767,"5_2",5,2,6.61416,6.33984,3.10896,1.1312,47.62451509,-122.3705762,"2022_9_26_13-33-08_88.jpg",4,16,0,0,11,0,18,0,0,25,0,0,0,3,0,0,4,0
706,"5_2",5,2,9.05256,6.33984,3.10896,0.851,47.62457474,-122.3707135,"2022_9_26_13-33-08_192.jpg",0,0,18,12,0,0,36,0,0,0,0,0,0,18,0,0,0,0
746,"5_2",5,2,6.18744,6.33984,3.10896,1.232,47.62475236,-122.3710352,"2022_9_26_13-33-08_480.jpg",2,2,4,32,0,0,26,0,0,0,0,18,0,4,0,0,0,0
716,"5_2",5,2,8.47344,6.33984,3.10896,0.934333333,47.6246388,-122.3707976,"2022_9_26_13-33-08_264.jpg",2,0,16,42,0,0,0,0,0,0,2,0,0,2,0,0,0,0
743,"5_2",5,2,6.03504,6.33984,3.10896,1.113266667,47.62474961,-122.3710067,"2022_9_26_13-33-08_464.jpg",0,4,2,36,0,0,24,2,0,12,4,4,0,8,0,0,0,0
724,"5_2",5,2,7.49808,6.33984,3.10896,0.924066667,47.62470263,-122.3708314,"2022_9_26_13-33-08_320.jpg",6,8,16,56,0,0,2,0,0,0,2,0,0,10,0,0,0,0
738,"5_2",5,2,6.97992,6.33984,3.10896,0.9204,47.62475875,-122.3709564,"2022_9_26_13-33-08_424.jpg",0,16,2,22,0,0,0,4,0,2,0,28,0,22,0,0,0,4
721,"5_2",5,2,7.7724,6.33984,3.10896,0.977866667,47.62468407,-122.3708196,"2022_9_26_13-33-08_304.jpg",4,0,9,45,0,0,9,0,0,0,0,29,0,4,0,0,0,0
718,"5_2",5,2,7.98576,6.33984,3.10896,0.919066667,47.62465794,-122.3708048,"2022_9_26_13-33-08_280.jpg",0,4,28,40,0,0,0,0,0,0,0,0,0,16,0,0,0,0
760,"5_2",5,2,7.3152,6.33984,3.10896,1.370933333,47.62478706,-122.3711885,"2022_9_26_13-33-08_584.jpg",10,6,4,30,0,0,12,0,0,14,2,14,0,4,0,2,0,0
717,"5_2",5,2,8.13816,6.33984,3.10896,1.048533333,47.62464817,-122.370801,"2022_9_26_13-33-08_272.jpg",0,0,5,91,0,0,4,0,0,0,0,0,0,0,0,0,0,0
702,"5_2",5,2,8.44296,6.33984,3.10896,1.0868125,47.62455655,-122.3706693,"2022_9_26_13-33-08_160.jpg",0,16,4,58,0,0,18,0,0,0,2,0,0,0,0,0,0,0
737,"5_2",5,2,7.1628,6.33984,3.10896,0.898466667,47.62476136,-122.3709481,"2022_9_26_13-33-08_416.jpg",6,0,0,16,10,0,2,0,0,46,2,0,0,18,0,0,0,0
719,"5_2",5,2,7.89432,6.33984,3.10896,0.9704,47.62466683,-122.3708088,"2022_9_26_13-33-08_288.jpg",0,6,14,52,2,0,2,0,0,0,0,0,0,2,0,0,0,0
723,"5_2",5,2,6.27888,6.33984,3.10896,0.8456,47.62448687,-122.3705128,"2022_9_26_13-33-08_32.jpg",0,11,0,7,0,0,7,0,0,15,0,48,0,0,0,0,0,0
849,"6_1",6,1,2.46888,6.58368,4.45008,1.055533333,47.619556,-122.3627226,"2022_8_15_09-59-38_384.jpg",0,1,5,0,0,0,22,0,11,3,19,0,0,32,2,0,0,1
820,"6_1",6,1,3.32232,6.58368,4.45008,1.155666667,47.61974557,-122.3629837,"2022_8_15_09-59-38_168.jpg",7,1,0,0,0,0,1,0,0,90,0,0,0,0,0,0,0,1
879,"6_1",6,1,2.40792,6.58368,4.45008,0.9958,47.61935525,-122.3624944,"2022_8_15_09-59-38_600.jpg",0,1,3,3,0,0,14,0,40,0,21,0,0,5,1,0,0,0
895,"6_1",6,1,4.75488,6.58368,4.45008,0.948466667,47.61977258,-122.3630999,"2022_8_15_09-59-38_72.jpg",32,30,7,7,0,0,9,0,0,0,9,0,0,6,0,0,0,0
821,"6_1",6,1,3.32232,6.58368,4.45008,1.070066667,47.61974137,-122.3629704,"2022_8_15_09-59-38_176.jpg",2,6,2,1,0,0,3,0,6,74,0,0,2,4,0,0,0,0
845,"6_1",6,1,2.68224,6.58368,4.45008,0.912466667,47.61958579,-122.3627613,"2022_8_15_09-59-38_352.jpg",0,1,15,4,0,0,4,0,23,31,9,0,0,13,0,0,0,0
830,"6_1",6,1,2.80416,6.58368,4.45008,4.710066667,47.61969344,-122.3628814,"2022_8_15_09-59-38_240.jpg",0,2,3,3,0,0,0,0,45,44,1,0,0,2,0,0,0,0
854,"6_1",6,1,2.56032,6.58368,4.45008,1.021125,47.61952626,-122.3626891,"2022_8_15_09-59-38_416.jpg",0,0,0,0,11,0,18,0,32,2,11,0,0,24,2,0,0,0
869,"6_1",6,1,2.5908,6.58368,4.45008,0.8999375,47.61942822,-122.3625702,"2022_8_15_09-59-38_528.jpg",0,0,0,0,0,0,14,0,11,10,35,0,0,30,0,0,0,0
865,"6_1",6,1,2.40792,6.58368,4.45008,0.927266667,47.61946332,-122.3626006,"2022_8_15_09-59-38_496.jpg",0,0,0,0,0,0,23,3,34,2,23,0,0,15,0,0,0,0
900,"6_1",6,1,5.91312,6.58368,4.45008,1.5368,47.61973151,-122.3631795,"2022_8_15_09-59-38_8.jpg",1,13,4,73,0,0,0,0,0,0,3,0,0,6,0,0,0,0
859,"6_1",6,1,2.4384,6.58368,4.45008,0.9696875,47.61949777,-122.3626449,"2022_8_15_09-59-38_456.jpg",0,0,2,0,5,0,5,0,21,23,19,4,0,21,0,0,0,0
861,"6_1",6,1,2.46888,6.58368,4.45008,4.5874,47.61948468,-122.3626293,"2022_8_15_09-59-38_472.jpg",0,0,3,0,0,0,11,0,13,3,42,0,0,28,0,0,0,0
877,"6_1",6,1,2.34696,6.58368,4.45008,1.008733333,47.61936793,-122.3625097,"2022_8_15_09-59-38_584.jpg",0,2,0,0,0,0,4,0,19,0,40,0,0,9,0,0,0,0
841,"6_1",6,1,2.49936,6.58368,4.45008,1.081866667,47.61961594,-122.3627911,"2022_8_15_09-59-38_320.jpg",0,3,4,4,0,0,8,0,17,33,2,7,0,22,0,0,0,0
856,"6_1",6,1,2.5908,6.58368,4.45008,0.967266667,47.61951853,-122.3626748,"2022_8_15_09-59-38_432.jpg",0,0,0,0,0,0,8,0,35,26,25,0,0,6,0,0,0,0
838,"6_1",6,1,2.49936,6.58368,4.45008,1.754066667,47.61963117,-122.3628041,"2022_8_15_09-59-38_304.jpg",0,4,0,0,0,0,4,0,7,57,15,0,2,9,0,0,0,2
882,"6_1",6,1,2.04216,6.58368,4.45008,2.123133333,47.61932928,-122.3624692,"2022_8_15_09-59-38_624.jpg",0,0,2,0,0,0,16,0,20,15,34,0,0,13,0,0,0,0
824,"6_1",6,1,2.92608,6.58368,4.45008,1.0714,47.61973138,-122.362935,"2022_8_15_09-59-38_200.jpg",6,4,5,18,0,0,12,0,5,37,4,0,0,7,1,0,0,0
880,"6_1",6,1,2.40792,6.58368,4.45008,1.0056,47.61934827,-122.3624875,"2022_8_15_09-59-38_608.jpg",0,1,1,0,0,0,27,0,2,0,21,0,0,10,0,0,0,0
816,"6_1",6,1,3.71856,6.58368,4.45008,1.2384,47.61975483,-122.3630132,"2022_8_15_09-59-38_144.jpg",1,6,0,7,0,0,0,0,0,86,0,0,0,0,0,0,0,0
898,"6_1",6,1,2.22504,6.58368,4.45008,1.2418,47.61922773,-122.3623522,"2022_8_15_09-59-38_736.jpg",0,2,0,0,0,0,12,0,21,0,22,0,0,43,0,0,0,0
878,"6_1",6,1,2.40792,6.58368,4.45008,0.97075,47.61936137,-122.3625019,"2022_8_15_09-59-38_592.jpg",0,0,0,0,0,0,10,0,8,0,28,0,0,7,0,0,0,0
870,"6_1",6,1,2.62128,6.58368,4.45008,3.830333333,47.61941963,-122.3625619,"2022_8_15_09-59-38_536.jpg",0,1,5,1,0,0,10,0,9,17,49,0,0,8,0,0,0,0
811,"6_1",6,1,4.69392,6.58368,4.45008,0.8863125,47.61976933,-122.3630589,"2022_8_15_09-59-38_104.jpg",12,5,18,16,0,0,3,0,0,28,11,0,0,7,0,0,0,0
818,"6_1",6,1,6.15696,6.58368,4.45008,1.363266667,47.61973468,-122.3631701,"2022_8_15_09-59-38_16.jpg",3,33,5,51,0,0,0,0,0,0,6,0,0,2,0,0,0,0
872,"6_1",6,1,2.34696,6.58368,4.45008,0.935133333,47.61940211,-122.3625436,"2022_8_15_09-59-38_552.jpg",0,0,0,0,0,0,8,0,12,8,46,0,0,17,0,0,0,0
835,"6_1",6,1,2.65176,6.58368,4.45008,4.024066667,47.6196535,-122.3628326,"2022_8_15_09-59-38_280.jpg",2,4,5,1,6,0,6,0,1,57,13,0,0,4,0,0,0,0
823,"6_1",6,1,3.16992,6.58368,4.45008,0.903266667,47.61973375,-122.3629445,"2022_8_15_09-59-38_192.jpg",8,2,5,8,4,0,1,0,11,56,2,0,0,3,0,0,0,0
885,"6_1",6,1,2.07264,6.58368,4.45008,1.408533333,47.61931661,-122.3624561,"2022_8_15_09-59-38_640.jpg",0,4,3,13,0,0,10,0,8,17,32,0,0,13,0,0,0,0
839,"6_1",6,1,2.56032,6.58368,4.45008,1.134266667,47.61962367,-122.3627976,"2022_8_15_09-59-38_312.jpg",1,8,1,1,0,0,2,0,17,25,32,0,0,13,0,0,0,0
903,"6_1",6,1,4.7244,6.58368,4.45008,1.1924,47.61976506,-122.3630708,"2022_8_15_09-59-38_96.jpg",4,6,4,2,0,0,3,0,0,77,1,0,0,1,0,0,0,2
812,"6_1",6,1,4.48056,6.58368,4.45008,0.973625,47.61976759,-122.3630477,"2022_8_15_09-59-38_112.jpg",15,12,1,4,0,0,5,0,0,60,2,0,0,1,0,0,0,0
890,"6_1",6,1,2.22504,6.58368,4.45008,4.678533333,47.6192815,-122.36241,"2022_8_15_09-59-38_680.jpg",1,1,0,0,0,0,21,0,42,2,16,0,0,7,0,0,0,0
831,"6_1",6,1,2.77368,6.58368,4.45008,0.858866667,47.61968643,-122.3628726,"2022_8_15_09-59-38_248.jpg",0,3,6,3,2,0,3,0,8,54,4,0,0,17,0,0,0,0
826,"6_1",6,1,2.92608,6.58368,4.45008,0.821,47.6197178,-122.3629135,"2022_8_15_09-59-38_216.jpg",1,2,4,0,0,0,3,0,13,66,2,0,3,6,0,0,0,0
896,"6_1",6,1,2.25552,6.58368,4.45008,1.220933333,47.61924616,-122.362369,"2022_8_15_09-59-38_720.jpg",0,0,0,0,0,0,8,0,53,0,29,0,0,10,0,0,0,0
888,"6_1",6,1,2.286,6.58368,4.45008,1.0608,47.61929726,-122.362432,"2022_8_15_09-59-38_664.jpg",0,1,5,7,0,0,12,0,25,25,18,0,0,6,0,0,0,0
833,"6_1",6,1,2.77368,6.58368,4.45008,3.4450625,47.61967147,-122.3628536,"2022_8_15_09-59-38_264.jpg",0,0,3,5,0,0,4,0,22,53,7,0,0,6,0,0,0,0
847,"6_1",6,1,2.62128,6.58368,4.45008,0.9125,47.61957304,-122.3627441,"2022_8_15_09-59-38_368.jpg",0,0,2,0,4,0,11,0,9,17,41,0,0,13,3,0,0,0
902,"6_1",6,1,4.75488,6.58368,4.45008,1.196866667,47.61976111,-122.3630792,"2022_8_15_09-59-38_88.jpg",25,23,7,2,0,0,13,0,0,2,3,0,0,25,0,0,0,0
851,"6_1",6,1,6.06552,6.58368,4.45008,0.816333333,47.61974436,-122.3631447,"2022_8_15_09-59-38_40.jpg",35,32,4,3,0,0,11,0,0,0,8,0,0,7,0,0,0,0
876,"6_1",6,1,2.37744,6.58368,4.45008,0.8648,47.61937795,-122.3625204,"2022_8_15_09-59-38_576.jpg",1,1,0,1,0,0,15,0,10,0,49,2,0,18,0,0,0,0
887,"6_1",6,1,2.22504,6.58368,4.45008,1.2044,47.61930249,-122.3624395,"2022_8_15_09-59-38_656.jpg",0,0,2,0,0,0,12,0,34,25,20,0,0,5,2,0,0,0
864,"6_1",6,1,2.4384,6.58368,4.45008,0.906357143,47.61947041,-122.3626103,"2022_8_15_09-59-38_488.jpg",0,0,1,0,0,0,16,0,12,0,58,0,0,13,0,0,0,0
857,"6_1",6,1,2.49936,6.58368,4.45008,2.494,47.61951259,-122.3626658,"2022_8_15_09-59-38_440.jpg",1,0,3,0,0,0,9,0,13,39,23,0,0,12,0,0,0,0
843,"6_1",6,1,2.71272,6.58368,4.45008,4.0190625,47.61959779,-122.3627757,"2022_8_15_09-59-38_336.jpg",0,3,10,5,0,0,11,0,13,40,4,0,0,14,0,0,0,0
850,"6_1",6,1,2.4384,6.58368,4.45008,1.058266667,47.6195477,-122.3627136,"2022_8_15_09-59-38_392.jpg",0,1,4,0,0,0,11,0,26,25,13,0,0,15,2,0,0,0
842,"6_1",6,1,2.71272,6.58368,4.45008,0.9582,47.61960585,-122.3627826,"2022_8_15_09-59-38_328.jpg",0,4,1,3,0,0,5,0,17,21,24,0,10,15,0,0,0,0
819,"6_1",6,1,3.44424,6.58368,4.45008,0.925,47.61974935,-122.3629963,"2022_8_15_09-59-38_160.jpg",3,2,0,0,0,0,0,0,0,87,0,0,5,0,0,0,0,3
959,"6_2",6,2,4.17576,6.58368,2.7432,0.933333333,47.6196324,-122.3630028,"2022_8_15_10-21-13_96.jpg",2,3,3,7,0,0,2,0,0,82,0,0,0,1,0,0,0,0
950,"6_2",6,2,3.26136,6.58368,2.7432,0.946533333,47.61934607,-122.362723,"2022_8_15_10-21-13_432.jpg",3,1,2,0,0,0,16,0,6,0,11,0,0,61,0,0,0,0
933,"6_2",6,2,2.83464,6.58368,2.7432,1.138866667,47.61942945,-122.3627526,"2022_8_15_10-21-13_312.jpg",0,2,0,0,0,0,13,0,0,12,17,0,0,56,0,0,0,0
