"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
1161,"7_1",7,1,3.87096,6.58368,4.54152,0.971875,47.61712171,-122.3596744,"2022_8_15_11-59-18_528.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,1,0,0,30,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0
1162,"7_1",7,1,3.81,6.58368,4.54152,0.879333333,47.61711632,-122.3596642,"2022_8_15_11-59-18_536.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0
1163,"7_1",7,1,3.62712,6.58368,4.54152,0.827733333,47.61711188,-122.3596559,"2022_8_15_11-59-18_544.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,7,0,0,0,0,0,0,0,6,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,1,0,7,0,0,0
1164,"7_1",7,1,7.43712,6.58368,4.54152,1.143333333,47.6174095,-122.3602861,"2022_8_15_11-59-18_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,57,6,0,5,1,0,0
1165,"7_1",7,1,7.43712,6.58368,4.54152,0.987866667,47.61741212,-122.3602733,"2022_8_15_11-59-18_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,1,0,5,1,0,0
1166,"7_1",7,1,7.43712,6.58368,4.54152,1.037125,47.61740247,-122.3602648,"2022_8_15_11-59-18_72.jpg",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,5,0,3,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,60,3,0,3,1,0,0
1167,"7_1",7,1,8.13816,6.58368,4.54152,1.1292,47.61738923,-122.3603606,"2022_8_15_11-59-18_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0
1168,"7_1",7,1,7.43712,6.58368,4.54152,1.1608,47.61739581,-122.3602597,"2022_8_15_11-59-18_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,11,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,1,1,0,0
1169,"7_1",7,1,7.40664,6.58368,4.54152,1.170466667,47.61738818,-122.3602465,"2022_8_15_11-59-18_88.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,7,0,12,1,0,0
1170,"7_1",7,1,7.49808,6.58368,4.54152,1.088666667,47.61738191,-122.3602335,"2022_8_15_11-59-18_96.jpg",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,12,0,5,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,31,12,0,0,1,0,0
1171,"7_2",7,2,7.68096,6.58368,6.46176,1.481066667,47.6173667,-122.3602828,"2022_8_15_12-19-36_0.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,2,0,0,0,0,0,2,8,0,2,0,0,0
1172,"7_2",7,2,5.88264,6.58368,6.46176,0.8284,47.61746836,-122.3601692,"2022_8_15_12-19-36_104.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,8,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
1173,"7_2",7,2,5.45592,6.58368,6.46176,1.031466667,47.61748208,-122.3601609,"2022_8_15_12-19-36_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,14,0,4,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
1174,"7_2",7,2,5.27304,6.58368,6.46176,0.9115625,47.61749292,-122.3601535,"2022_8_15_12-19-36_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,0
1175,"7_2",7,2,4.81584,6.58368,6.46176,0.964466667,47.61750339,-122.3601462,"2022_8_15_12-19-36_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0
1176,"7_2",7,2,4.63296,6.58368,6.46176,0.840266667,47.6175142,-122.3601408,"2022_8_15_12-19-36_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0
1177,"7_2",7,2,4.2672,6.58368,6.46176,0.839666667,47.61752632,-122.3601339,"2022_8_15_12-19-36_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0
1178,"7_2",7,2,3.62712,6.58368,6.46176,1.042533333,47.61753842,-122.3601231,"2022_8_15_12-19-36_152.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
1179,"7_2",7,2,8.04672,6.58368,6.46176,0.858625,47.61738362,-122.3602627,"2022_8_15_12-19-36_16.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,0,6,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2,4,0,8,0,0,0
1180,"7_2",7,2,3.38328,6.58368,6.46176,1.080666667,47.61754528,-122.3601167,"2022_8_15_12-19-36_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,8,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
1181,"7_2",7,2,3.26136,6.58368,6.46176,0.864666667,47.6175517,-122.3601061,"2022_8_15_12-19-36_168.jpg",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,90,0,0,0,0,0,0
1182,"7_2",7,2,2.98704,6.58368,6.46176,0.981133333,47.61755867,-122.3600947,"2022_8_15_12-19-36_176.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
1183,"7_2",7,2,2.77368,6.58368,6.46176,1.0068,47.61756945,-122.3600897,"2022_8_15_12-19-36_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,20,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0
1184,"7_2",7,2,2.49936,6.58368,6.46176,1.194,47.61758159,-122.3600894,"2022_8_15_12-19-36_192.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,62,0,0,18,0,0,0
1185,"7_2",7,2,2.5908,6.58368,6.46176,1.087266667,47.6175931,-122.3600882,"2022_8_15_12-19-36_200.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,12,0,0,0,0,0,0,0,18,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,0,6,0,0,0
1186,"7_2",7,2,2.68224,6.58368,6.46176,0.782333333,47.61760482,-122.3600863,"2022_8_15_12-19-36_208.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,16,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0
1187,"7_2",7,2,2.40792,6.58368,6.46176,1.0434,47.6176156,-122.3600846,"2022_8_15_12-19-36_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,6,0,8,0,0,0
1188,"7_2",7,2,2.37744,6.58368,6.46176,0.904866667,47.61762437,-122.3600831,"2022_8_15_12-19-36_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1189,"7_2",7,2,2.16408,6.58368,6.46176,0.8421875,47.61763858,-122.36008,"2022_8_15_12-19-36_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,12,0,4,2,0,0
1190,"7_2",7,2,7.95528,6.58368,6.46176,0.8044,47.6173902,-122.3602547,"2022_8_15_12-19-36_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
1191,"7_2",7,2,2.16408,6.58368,6.46176,0.7926,47.617649,-122.360082,"2022_8_15_12-19-36_240.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
1192,"7_2",7,2,2.16408,6.58368,6.46176,3.889466667,47.61765999,-122.3600871,"2022_8_15_12-19-36_248.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0
1193,"7_2",7,2,2.16408,6.58368,6.46176,2.268866667,47.61766869,-122.36009,"2022_8_15_12-19-36_256.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0
1194,"7_2",7,2,2.01168,6.58368,6.46176,1.0388,47.61767919,-122.3600943,"2022_8_15_12-19-36_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,10,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,2,10,0,2,0,0,0
1195,"7_2",7,2,2.04216,6.58368,6.46176,0.885375,47.61769011,-122.3600981,"2022_8_15_12-19-36_272.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,36,0,0,0,0,0
1196,"7_2",7,2,1.76784,6.58368,6.46176,1.0328,47.61769848,-122.3600986,"2022_8_15_12-19-36_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,2,0,6,0,6,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,36,0,0,2,0,0,0,0,0,0,2,24,0,0,0,0,0
1197,"7_2",7,2,1.85928,6.58368,6.46176,1.126133333,47.61770728,-122.3600998,"2022_8_15_12-19-36_288.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,2,0,0,0,0,2,10,0,0,0,0,0
1198,"7_2",7,2,1.85928,6.58368,6.46176,1.048,47.61772049,-122.3601018,"2022_8_15_12-19-36_296.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,0
1199,"7_2",7,2,1.88976,6.58368,6.46176,0.9688,47.61772883,-122.360104,"2022_8_15_12-19-36_304.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,14,0,0,0,0,0,0,0,46,0,0,0,0,0
1200,"7_2",7,2,1.88976,6.58368,6.46176,0.967666667,47.61773817,-122.3601087,"2022_8_15_12-19-36_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1201,"7_2",7,2,7.52856,6.58368,6.46176,1.0108,47.61739955,-122.3602431,"2022_8_15_12-19-36_32.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,2,0,0,2,0,0
1202,"7_2",7,2,1.92024,6.58368,6.46176,0.9748,47.61774646,-122.3601141,"2022_8_15_12-19-36_320.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,0
1203,"7_2",7,2,1.88976,6.58368,6.46176,0.991533333,47.61775713,-122.3601206,"2022_8_15_12-19-36_328.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,20,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,8,10,0,12,0,0,0
1204,"7_2",7,2,1.88976,6.58368,6.46176,1.009,47.6177628,-122.3601242,"2022_8_15_12-19-36_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,16,12,0,4,0,0,0
1205,"7_2",7,2,1.85928,6.58368,6.46176,1.814266667,47.61777092,-122.3601295,"2022_8_15_12-19-36_344.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,0,0,0,0,0,56,4,0,0,0,0,0
1206,"7_2",7,2,1.88976,6.58368,6.46176,1.030133333,47.61778255,-122.3601385,"2022_8_15_12-19-36_352.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,36,0,0,2,0,0,0
1207,"7_2",7,2,1.88976,6.58368,6.46176,1.001466667,47.61779159,-122.3601459,"2022_8_15_12-19-36_360.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,18,0,0,0,0,0,0,0,8,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,18,10,0,0,0,0,0
1208,"7_2",7,2,1.88976,6.58368,6.46176,0.9106,47.61779713,-122.3601503,"2022_8_15_12-19-36_368.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
1209,"7_2",7,2,1.79832,6.58368,6.46176,1.0464,47.61780739,-122.3601582,"2022_8_15_12-19-36_376.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,42,0,0,0,0,0
1210,"7_2",7,2,1.79832,6.58368,6.46176,1.0814375,47.61781658,-122.3601657,"2022_8_15_12-19-36_384.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,0,0,6,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,40,4,0,2,0,0,0
1211,"7_2",7,2,1.76784,6.58368,6.46176,1.058866667,47.61782755,-122.360177,"2022_8_15_12-19-36_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,4,0,46,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,2,0,10,0,0,0
1212,"7_2",7,2,7.49808,6.58368,6.46176,0.822266667,47.61740523,-122.3602361,"2022_8_15_12-19-36_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0
1213,"7_2",7,2,1.79832,6.58368,6.46176,1.134333333,47.61783503,-122.3601878,"2022_8_15_12-19-36_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,26,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,38,0,0,8,0,0,0
1214,"7_2",7,2,1.70688,6.58368,6.46176,1.314133333,47.61783915,-122.3601988,"2022_8_15_12-19-36_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,36,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,26,0,0,2,0,0,0
1215,"7_2",7,2,1.58496,6.58368,6.46176,1.627733333,47.61784195,-122.3602042,"2022_8_15_12-19-36_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0
1216,"7_2",7,2,2.16408,6.58368,6.46176,0.8226875,47.61784785,-122.3602103,"2022_8_15_12-19-36_424.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,2,4,0,0,0,0,0
1217,"7_2",7,2,1.92024,6.58368,6.46176,1.507666667,47.61785686,-122.3602184,"2022_8_15_12-19-36_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,20,0,0,0,0,0,0,12,0,0,0,0,0,0
1218,"7_2",7,2,2.07264,6.58368,6.46176,1.090533333,47.61786492,-122.3602258,"2022_8_15_12-19-36_440.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1219,"7_2",7,2,2.10312,6.58368,6.46176,1.110133333,47.61787796,-122.3602371,"2022_8_15_12-19-36_448.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,0,0,18,0,0,0,0,0,0,0,8,0,12,0,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0
1220,"7_2",7,2,2.37744,6.58368,6.46176,1.020666667,47.61788588,-122.3602444,"2022_8_15_12-19-36_456.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,2,0,0,2,0,0,0,0,0,0,0,8,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0
1221,"7_2",7,2,2.37744,6.58368,6.46176,1.2606,47.61789075,-122.3602511,"2022_8_15_12-19-36_464.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0
1222,"7_2",7,2,2.7432,6.58368,6.46176,1.094533333,47.61789689,-122.3602621,"2022_8_15_12-19-36_472.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,2,0,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0
1223,"7_2",7,2,7.22376,6.58368,6.46176,0.8870625,47.61741342,-122.3602258,"2022_8_15_12-19-36_48.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,38,12,0,0,0,0,0
1224,"7_2",7,2,2.83464,6.58368,6.46176,1.0428,47.61790301,-122.3602718,"2022_8_15_12-19-36_480.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
1225,"7_2",7,2,2.80416,6.58368,6.46176,0.839,47.61790994,-122.3602836,"2022_8_15_12-19-36_488.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0
1226,"7_2",7,2,2.86512,6.58368,6.46176,1.1875,47.61791667,-122.3602943,"2022_8_15_12-19-36_496.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,0
